"","satisfaction","issue","gender","education","age","income","franco","CITY","PCODE","im_many","im_ref","im_val","im_econ","similar","party","nafta","us_view","province","year","CSD","Year","Total_Trade_Exposure","Total_Employment","nafta_raw","nafta_pro","per_us_ex","QC","econ_sat","ideology_index","CD","economic_left_right"
"4640",0,"COVID-19 pandemic",0,"University and above",2,"Median income",0,"KELOWNA","V1Y1S1",3,NA,3,3,1,"The Conservative Party",NA,3,"BC","2020",NA,"2020",0.00338679448755234,119500,NA,NA,0.338679448755234,0,NA,3,"5935",3
"4641",1,"COVID-19 pandemic",0,"High school and above",3,"Low income",1,"ROUYN-NORANDA","J9X5T2",3,2,4,2,3,"The New Democratic Party",2,3,"QC","2020",NA,"2020",0.00611840331522138,22195,NA,0,0.611840331522138,1,NA,3,"2486",1
"4642",1,"COVID-19 pandemic",1,"University and above",3,"High income",1,"MONT-SAINT-HILAIRE","J3H3W1",2,2,3,3,3,"The Bloc Québécois",1,2,"QC","2020",NA,"2020",0.00660287415726437,73640,NA,1,0.660287415726437,1,NA,2.33333333333333,"2457",2
"4643",NA,"COVID-19 pandemic",0,"University and above",4,"Low income",0,"TORONTO","M5V3N2",2.5,2.5,1,1,2,"The Conservative Party",NA,3,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,NA,0.456978694017847,0,NA,2,"3520",3
"4644",1,"Economy/interest rates/Recession",0,"University and above",4,"Low income",0,"PRINCE GEORGE","V2L3N6",1,2,1,4,3,"Green Party of Canada",NA,2,"BC","2020",NA,"2020",0.00775231205598336,52075,NA,NA,0.775231205598336,0,NA,1.33333333333333,"5953",1
"4645",0,"Poor government/leadership",0,"University and above",4,"Low income",0,"BARRIE","L4N9N1",2,2,2,3,3,"The Conservative Party",1,NA,"ON","2020",NA,"2020",0.0144495870861461,275620,NA,1,1.44495870861461,0,NA,2,"3543",3
"4646",NA,"COVID-19 pandemic",0,"High school and above",2,"Median income",1,"Montreal","",4,3,4,3,2,"The New Democratic Party",NA,NA,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,NA,0.514423406042922,1,NA,3.66666666666667,"2466",1
"4647",1,"None",0,"University and above",3,NA,1,"SAINT-JEAN-SUR-RICHELIEU","J0J1R0",NA,NA,NA,NA,1,"Refused to answer",1,3,"QC","2020",NA,"2020",0.00805380602379351,63510,NA,1,0.805380602379351,1,NA,NA,"2456",NA
"4648",1,"Unemployment",1,"High school and above",3,NA,0,"Kentville","",2,3,2,4,3,"The Liberal Party",2,3,"Atlantic","2020",NA,"2020",0.00794321602641811,30305,NA,0,0.794321602641811,0,NA,2.33333333333333,"1207",2
"4649",0,"Economy/interest rates/Recession",1,"University and above",4,"Low income",0,"TRURO","B2N",1,3,3,3,1,"The Conservative Party",2,3,"Atlantic","2020",NA,"2020",0.00648323899155406,25110,NA,0,0.648323899155406,0,NA,2.33333333333333,"1210",3
"4650",1,"COVID-19 pandemic",1,"University and above",4,"Low income",0,"Nanaimo","",2,2,2,3,1,"Green Party of Canada",2,2,"BC","2020",NA,"2020",0.00310049757651154,78990,NA,0,0.310049757651154,0,NA,2,"5921",1
"4651",1,"COVID-19 pandemic",1,"High school and above",4,"High income",0,"Ottawa-Hull","",1,3,2,4,3,"The Liberal Party",2,1,"ON","2020",NA,"2020",0.00192379755029008,549985,NA,0,0.192379755029008,0,NA,2,"3506",2
"4652",1,"COVID-19 pandemic",0,"High school and above",3,"High income",1,"Montreal","",2,2,3,3,1,"The Bloc Québécois",2,3,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,0,0.514423406042922,1,NA,2.33333333333333,"2466",2
"4653",0,"Poor government/leadership",1,NA,4,"High income",0,"STOUFFVILLE","L4A1P2",2,3,3,4,2,"The Conservative Party",2,NA,"ON","2020",NA,"2020",0.00647818359437455,622430,NA,0,0.647818359437455,0,NA,2.66666666666667,"3519",3
"4654",1,"COVID-19 pandemic",0,"University and above",3,"High income",1,"ALMA","G8B3T8",2,2.5,2,4,2,"The Liberal Party",2,4,"QC","2020",NA,"2020",0.0114893542668711,25475,NA,0,1.14893542668711,1,NA,2.16666666666667,"2493",2
"4655",NA,"Aging population / seniors",1,"Less than high school",4,"Low income",1,"Quebec","",3,4,4,4,3,"The Conservative Party",3,2,"QC","2020",NA,"2020",0.00463007167896465,6220,NA,NA,0.463007167896465,1,NA,3.66666666666667,"2416",3
"4656",1,"COVID-19 pandemic",1,"University and above",3,"Low income",1,"Montreal","",1,4,4,4,2,"The Conservative Party",2,3,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,0,0.514423406042922,1,NA,3,"2466",3
"4657",0,"Other",0,"University and above",3,"High income",1,"Montreal","",2,NA,3,2,3,"Green Party of Canada",1,2,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,1,0.514423406042922,1,NA,2.5,"2466",1
"4658",1,"Health-care",1,"University and above",4,NA,0,"ASSINIBOIA","R2W",2,2,3,3,3,"The Conservative Party",1,1,"MB/SK","2020",NA,"2020",0.00661269755347591,404420,NA,1,0.661269755347591,0,NA,2.33333333333333,"4611",3
"4659",0,"Economy/interest rates/Recession",1,"High school and above",4,"Low income",0,"Truro","",1,3,NA,4,3,"The Conservative Party",1,1,"Atlantic","2020",NA,"2020",0.00648323899155406,25110,NA,1,0.648323899155406,0,NA,2,"1210",3
"4660",1,"Aging population / seniors",0,"High school and above",4,"Low income",0,"VANCOUVER","V6B5X8",2,2,3,3,3,"The New Democratic Party",1,4,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,1,0.353846391426765,0,NA,2.33333333333333,"5915",1
"4661",1,"COVID-19 pandemic",1,"High school and above",3,"Median income",0,"Montreal","",1,2,1,4,1,"The Liberal Party",1,2,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,1,0.514423406042922,1,NA,1.33333333333333,"2466",2
"4662",1,"Economy/interest rates/Recession",0,"High school and above",4,NA,0,"EDMONTON","T6K3Z8",NA,NA,3,2,3,"The Conservative Party",NA,2,"AB","2020",NA,"2020",0.00441736795369882,793295,NA,NA,0.441736795369882,0,NA,3,"4811",3
"4663",1,"Environment/pollution/climate change",1,"University and above",3,"Median income",0,"Toronto","",1,NA,2,4,1,"Other",1,4,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,1,0.456978694017847,0,NA,1.5,"3520",NA
"4664",0,"COVID-19 pandemic",1,"High school and above",4,"Median income",0,"STRATFORD","N5A6S6",2,3,4,4,3,"The New Democratic Party",1,3,"ON","2020",NA,"2020",0.0182623305887329,43535,NA,1,1.82623305887329,0,NA,3,"3531",1
"4665",1,"COVID-19 pandemic",0,"Less than high school",3,NA,0,"Kamsack","",3,2,3,2,3,"DK/NA",1,3,"MB/SK","2020",NA,"2020",0.00746535556934398,17465,NA,1,0.746535556934398,0,NA,2.66666666666667,"4709",NA
"4666",0,"Economy/interest rates/Recession",0,"High school and above",4,"Low income",0,"STEPHENVILLE","A2N1T1",4,NA,4,2.5,3,"DK/NA",3,3,"Atlantic","2020",NA,"2020",0.00461162036781233,7370,NA,NA,0.461162036781233,0,NA,4,"1004",NA
"4667",0,"COVID-19 pandemic",1,"University and above",4,"Median income",0,"Ottawa-Hull","",1,1,3,4,2,"The Conservative Party",2,4,"QC","2020",NA,"2020",0.00172501734345826,155315,NA,0,0.172501734345826,1,NA,1.66666666666667,"2481",3
"4668",0,"Economy/interest rates/Recession",0,"University and above",4,"Median income",0,"YORK","M6E3H9",1,2,2,4,1,"The New Democratic Party",2,4,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,0,0.456978694017847,0,NA,1.66666666666667,"3520",1
"4669",0,"Economy/interest rates/Recession",1,"High school and above",4,"Low income",0,"PINAWA","R0E1L0",3,3,4,3,1,"The Conservative Party",1,2,"MB/SK","2020",NA,"2020",0.00419395167784274,8260,NA,1,0.419395167784274,0,NA,3.33333333333333,"4601",3
"4670",0,"DK/NA",0,"University and above",3,"High income",1,"LVIS","G6Y8T7",NA,NA,2,3,1,"The Conservative Party",1,3,"QC","2020",NA,"2020",0.00657250530898604,82795,NA,1,0.657250530898604,1,NA,2,"2425",3
"4671",1,"COVID-19 pandemic",0,"University and above",3,"Median income",0,"La Ronge","",2,NA,3,2,2,"The Conservative Party",NA,2,"MB/SK","2020",NA,"2020",0.00242416966159076,11140,NA,NA,0.242416966159076,0,NA,2.5,"4718",3
"4672",0,"Unemployment",0,"High school and above",4,"Low income",0,"CLARINGTON","L1H",4,3,4,3,3,"The Conservative Party",2,2,"ON","2020",NA,"2020",0.00612251147821192,367510,NA,0,0.612251147821192,0,NA,3.66666666666667,"3518",3
"4673",1," Deficit/public debt",1,"University and above",1,"High income",0,"VICTORIAVILLE","G6S0M7",4,4,2,2,1,"The Bloc Québécois",2,2,"QC","2020",NA,"2020",0.0132107699932836,37315,NA,0,1.32107699932836,1,NA,3.33333333333333,"2439",2
"4674",1,"COVID-19 pandemic",0,"University and above",3,"High income",0,"Toronto","",1,1,1,4,1,"The Liberal Party",2,3,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,0,0.456978694017847,0,NA,1,"3520",2
"4675",0," Deficit/public debt",1,"University and above",4,"Median income",0,"WILLOW GROVE","E2S1R9",3,2,3,2,1,"The Conservative Party",2,3,"Atlantic","2020",NA,"2020",0.00465034309596822,38590,NA,0,0.465034309596822,0,NA,2.66666666666667,"1301",3
"4676",0,"Economy/interest rates/Recession",1,"University and above",3,"High income",0,"GOWGANDA","P0J1J0",3,3,4,3,3,"The Conservative Party",1,1,"ON","2020",NA,"2020",0.00739360230887392,14435,NA,1,0.739360230887392,0,NA,3.33333333333333,"3554",3
"4677",NA,"Education issues",1,"High school and above",3,"Low income",0,"ST CATHARINES","L2R1P1",1,1,1,4,1,"The Liberal Party",NA,3,"ON","2020",NA,"2020",0.0088853405450378,233555,NA,NA,0.88853405450378,0,NA,1,"3526",2
"4678",0,"Health-care",0,"University and above",4,"Median income",0,"Halifax","",2,2,1,3,2,"Undecided/Too early to say",NA,4,"Atlantic","2020",NA,"2020",0.00255491627872632,242765,NA,NA,0.255491627872632,0,NA,1.66666666666667,"1209",NA
"4679",1,"Inflation/cost of living",0,"High school and above",3,"High income",0,"GANDER","A1V2P7",1,3,4,3,2,"The Conservative Party",1,2,"Atlantic","2020",NA,"2020",0.00196763274683788,16890,NA,1,0.196763274683788,0,NA,2.66666666666667,"1006",3
"4680",1,"COVID-19 pandemic",0,"High school and above",4,"High income",0,"CORNWALL","K6H5W4",3,2,4,1,2,"The Conservative Party",1,4,"ON","2020",NA,"2020",0.00597445886263881,54320,NA,1,0.597445886263881,0,NA,3,"3501",3
"4681",1,"Economy/interest rates/Recession",0,"University and above",4,"Low income",0,"Ottawa-Hull","",1,3,2,4,2,"The Liberal Party",1,4,"ON","2020",NA,"2020",0.00192379755029008,549985,NA,1,0.192379755029008,0,NA,2,"3506",2
"4682",1,"Economy/interest rates/Recession",1,"University and above",3,"High income",0,"BATHURST","E2A1H4",1,NA,1,4,3,"The Liberal Party",1,4,"Atlantic","2020",NA,"2020",0.0116638136675257,36040,NA,1,1.16638136675257,0,NA,1,"1315",2
"4683",0,"Economy/interest rates/Recession",0,"University and above",4,"High income",0,"MISSISSAUGA","L5J1A4",2,4,4,3,2,"The Conservative Party",1,2,"ON","2020",NA,"2020",0.00838429965694306,784810,NA,1,0.838429965694306,0,NA,3.33333333333333,"3521",3
"4684",1,"Economy/interest rates/Recession",1,"Less than high school",2,"Low income",1,"Plessisville","",2,2,3,3,3,"The Bloc Québécois",2,3,"QC","2020",NA,"2020",0.0141122754655425,12375,NA,0,1.41122754655425,1,NA,2.33333333333333,"2432",2
"4685",0,"Education issues",0,"High school and above",4,NA,0,"PICKERING","L1V3L9",4,4,4,1,2,"The Liberal Party",2,4,"ON","2020",NA,"2020",0.00612251147821192,367510,NA,0,0.612251147821192,0,NA,4,"3518",2
"4686",0,"COVID-19 pandemic",0,"University and above",2,"High income",0,"Ottawa-Hull","",1,1,1,4,3,"The Liberal Party",1,3,"ON","2020",NA,"2020",0.00192379755029008,549985,NA,1,0.192379755029008,0,NA,1,"3506",2
"4687",1,"Economy/interest rates/Recession",0,"High school and above",4,"Median income",0,"RIDEAU FERRY","K0G1W0",2,3,2,3,2,"The Liberal Party",2,4,"ON","2020",NA,"2020",0.00425575671971353,37155,NA,0,0.425575671971353,0,NA,2.33333333333333,"3509",2
"4688",0," Deficit/public debt",1,"High school and above",4,"High income",0,"TARA","N0H2N0",3,3,3,3,3,"The Conservative Party",1,3,"ON","2020",NA,"2020",0.00639097569704589,34650,NA,1,0.639097569704589,0,NA,3,"3541",3
"4689",1,"Moral issues",0,"High school and above",2,"Low income",0,"Kitchener-Waterloo","",2,4,3,4,2,"Green Party of Canada",NA,3,"ON","2020",NA,"2020",0.0167101156691107,317990,NA,NA,1.67101156691107,0,NA,3,"3530",1
"4690",NA,"COVID-19 pandemic",1,"University and above",4,"Median income",0,"Vancouver","",1,1,3,4,1,"The New Democratic Party",1,2,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,1,0.353846391426765,0,NA,1.66666666666667,"5915",1
"4691",0,"COVID-19 pandemic",0,"University and above",3,"Median income",0,"VANCOUVER","V6P",2,2,2,4,99,"Green Party of Canada",1,4,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,1,0.353846391426765,0,NA,2,"5915",1
"4692",1,"Economy/interest rates/Recession",1,"University and above",4,"Median income",0,"BIRCHY BAY","A0G1E0",2,2,3,3,3,"The Liberal Party",NA,2,"Atlantic","2020",NA,"2020",0.0116710964664316,13525,NA,NA,1.16710964664316,0,NA,2.33333333333333,"1008",2
"4693",0,"Health-care",0,"High school and above",4,"Low income",0,"LWR-E-PUBNICO","B0W2E0",3,2,4,2,1,"The New Democratic Party",2,3,"Atlantic","2020",NA,"2020",0.0239072264478955,6695,NA,0,2.39072264478955,0,NA,3,"1201",1
"4694",1,"Health-care",0,"Less than high school",4,"Low income",0,"PRINCE ALBERT","S6V0W3",2,3,2,3,2,"The New Democratic Party",2,4,"MB/SK","2020",NA,"2020",0.00491016624461769,41495,NA,0,0.491016624461769,0,NA,2.33333333333333,"4715",1
"4695",NA,"COVID-19 pandemic",1,"Less than high school",4,"Low income",0,"PENTICTON","V2A3M9",1,2.5,2.5,4,2,"DK/NA",NA,3,"BC","2020",NA,"2020",0.00471179976141124,40575,NA,NA,0.471179976141124,0,NA,2,"5907",NA
"4696",0,"Poor government/leadership",1,"Less than high school",4,"Low income",0,"SAINT-LOUIS-DE-GONZAGUE","J0S1T0",3,1,NA,3,3,"The Conservative Party",NA,NA,"QC","2020",NA,"2020",0.00858459188036247,34010,NA,NA,0.858459188036247,1,NA,2,"2470",3
"4697",1,"COVID-19 pandemic",0,"High school and above",4,"Median income",0,"NELSON","V1L6Y9",NA,2,3,4,1,"Undecided/Too early to say",1,4,"BC","2020",NA,"2020",0.00824220859578979,30245,NA,1,0.824220859578979,0,NA,2.5,"5903",NA
"4698",0,"COVID-19 pandemic",1,"University and above",4,"Median income",0,"Victoria","",3,4,4,4,1,"The Conservative Party",1,4,"BC","2020",NA,"2020",0.00207274367749619,223285,NA,1,0.207274367749619,0,NA,3.66666666666667,"5917",3
"4699",0,"Poverty/hunger/homelessness",0,"University and above",3,"Low income",0,"Hamilton","",2,2,2,3,1,"The Liberal Party",1,3,"ON","2020",NA,"2020",0.0098547826682393,290990,NA,1,0.98547826682393,0,NA,2,"3525",2
"4700",NA,"COVID-19 pandemic",0,"University and above",4,"Low income",0,"CALGARY","T3A1T3",1,1,1,4,2,"The New Democratic Party",1,4,"AB","2020",NA,"2020",0.00490083592612037,882710,NA,1,0.490083592612037,0,NA,1,"4806",1
"4701",1,"Health-care",0,"High school and above",4,"Low income",1,"DRUMMONDVILLE","J2B3E7",2,2,4,3,3,"The Bloc Québécois",2,4,"QC","2020",NA,"2020",0.0132676129450947,55200,NA,0,1.32676129450947,1,NA,2.66666666666667,"2449",2
"4702",0,"COVID-19 pandemic",1,"University and above",3,"Low income",0,"Toronto","",2,3,4,4,3,"Green Party of Canada",2,3,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,0,0.456978694017847,0,NA,3,"3520",1
"4703",0,"Economy/interest rates/Recession",1,"High school and above",4,"High income",0,"Aldergrove","",2,4,4,2,3,"The Conservative Party",1,1,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,1,0.353846391426765,0,NA,3.33333333333333,"5915",3
"4704",0,"Economy/interest rates/Recession",1,"High school and above",1,"Low income",0,"New Westminster","",3,3,3,3,1,"The Conservative Party",1,1,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,1,0.353846391426765,0,NA,3,"5915",3
"4705",0,"Economy/interest rates/Recession",1,"University and above",4,NA,0,"RIDGEWAY","L0S1N0",1,3,4,4,3,"The Conservative Party",2,4,"ON","2020",NA,"2020",0.0088853405450378,233555,NA,0,0.88853405450378,0,NA,2.66666666666667,"3526",3
"4706",1," Deficit/public debt",1,"High school and above",4,"Median income",0,"WINNIPEG","R3R3C8",NA,4,4,1,1,"The Conservative Party",2,2,"MB/SK","2020",NA,"2020",0.00661269755347591,404420,NA,0,0.661269755347591,0,NA,4,"4611",3
"4707",1,"COVID-19 pandemic",1,"High school and above",4,"Median income",0,"EDMONTON","T5L2N7",1,2,3,3,3,"The Liberal Party",1,3,"AB","2020",NA,"2020",0.00441736795369882,793295,NA,1,0.441736795369882,0,NA,2,"4811",2
"4708",0,"Poor government/leadership",0,"Less than high school",4,"Low income",0,"REGINA","S4S3G5",2,4,3,3,3,"The Conservative Party",2,4,"MB/SK","2020",NA,"2020",0.00379127179530838,147325,NA,0,0.379127179530838,0,NA,3,"4706",3
"4709",0,"National unity/Quebec",0,"High school and above",4,"Low income",0,"SELBY","K0K2Z0",4,3,4,1,3,"The Conservative Party",2,2,"ON","2020",NA,"2020",0.00691840673389553,20850,NA,0,0.691840673389553,0,NA,3.66666666666667,"3511",3
"4710",1,"COVID-19 pandemic",1,"High school and above",4,"Low income",0,"EDMONTON","T5T",1,4,3,3,3,"The New Democratic Party",1,4,"AB","2020",NA,"2020",0.00441736795369882,793295,NA,1,0.441736795369882,0,NA,2.66666666666667,"4811",1
"4711",0,"Economy/interest rates/Recession",1,"University and above",4,"Median income",0,"WINNIPEG","R2M0G2",3,4,2,4,3,"The Conservative Party",1,2,"MB/SK","2020",NA,"2020",0.00661269755347591,404420,NA,1,0.661269755347591,0,NA,3,"4611",3
"4712",0,"Environment/pollution/climate change",1,"High school and above",4,"Low income",0,"Montreal","",1,3,4,4,1,"The Liberal Party",1,4,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,1,0.514423406042922,1,NA,2.66666666666667,"2466",2
"4713",0,"Economy/interest rates/Recession",0,"Less than high school",3,NA,0,"St. Catharines-Thorold","",3,3,4,3,3,"Green Party of Canada",2,4,"ON","2020",NA,"2020",0.0088853405450378,233555,NA,0,0.88853405450378,0,NA,3.33333333333333,"3526",1
"4714",0," Deficit/public debt",0,"University and above",4,"Low income",0,"PRESCOTT","K0E1T0",2,1,NA,4,99,"The Conservative Party",1,4,"ON","2020",NA,"2020",0.00609852820006496,50640,NA,1,0.609852820006496,0,NA,1.5,"3507",3
"4715",1,"Health-care",0,"University and above",3,"High income",0,"Toronto","",1,2,1,4,3,"Refused to answer",1,3,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,1,0.456978694017847,0,NA,1.33333333333333,"3520",NA
"4716",1,"Other",0,"High school and above",4,"High income",1,"TERREBONNE","J6X3K5",3,2,3,3,1,"The Liberal Party",1,3,"QC","2020",NA,"2020",0.00641644143561304,94275,NA,1,0.641644143561304,1,NA,2.66666666666667,"2464",2
"4717",1,"COVID-19 pandemic",1,"University and above",4,"Median income",0,"BURNABY","V5B3H6",1,3,4,4,1,"Refused to answer",1,NA,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,1,0.353846391426765,0,NA,2.66666666666667,"5915",NA
"4718",0,"Economy/interest rates/Recession",1,"High school and above",4,"High income",0,"Windsor","",3,3,4,3,3,"The Conservative Party",1,2,"ON","2020",NA,"2020",0.029188818999811,203695,NA,1,2.9188818999811,0,NA,3.33333333333333,"3537",3
"4719",1,"Environment/pollution/climate change",1,"High school and above",4,"Median income",0,"Oshawa","",1,2,2,4,1,"The Liberal Party",1,3,"ON","2020",NA,"2020",0.00612251147821192,367510,NA,1,0.612251147821192,0,NA,1.66666666666667,"3518",2
"4720",1,"Aging population / seniors",1,"Less than high school",4,"Low income",0,"Edmonton","",1,1,1,4,3,"The New Democratic Party",1,2,"AB","2020",NA,"2020",0.00441736795369882,793295,NA,1,0.441736795369882,0,NA,1,"4811",1
"4721",1,"DK/NA",0,"High school and above",3,"Median income",1,"LAVAL","H7L1G1",2,2,3,2,3,"The Bloc Québécois",1,2,"QC","2020",NA,"2020",0.00613171039580679,232545,NA,1,0.613171039580679,1,NA,2.33333333333333,"2465",2
"4722",1,"Economy/interest rates/Recession",0,"High school and above",4,NA,0,"Toronto","",1,2.5,1,4,2,"The Liberal Party",NA,4,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,NA,0.456978694017847,0,NA,1.5,"3520",2
"4723",0,"COVID-19 pandemic",0,"High school and above",4,"Low income",0,"Toronto","",3,4,3,3,1,"Undecided/Too early to say",2,4,"ON","2020",NA,"2020",0.00456978694017847,1518420,NA,0,0.456978694017847,0,NA,3.33333333333333,"3520",NA
"4724",1,"Unemployment",0,"High school and above",4,"Low income",0,"BRAMPTON","L6X1S2",2,2,3,4,3,"The Liberal Party",2,4,"ON","2020",NA,"2020",0.00838429965694306,784810,NA,0,0.838429965694306,0,NA,2.33333333333333,"3521",2
"4725",1,"COVID-19 pandemic",0,"Less than high school",3,"Low income",0,"Duncan","",1,1,1,4,3,"The New Democratic Party",1,1,"BC","2020",NA,"2020",0.00517298119026801,41310,NA,1,0.517298119026801,0,NA,1,"5919",1
"4726",0,"COVID-19 pandemic",0,"University and above",4,"High income",0,"OTTAWA","K1R1E2",1,2,1,4,2,"The Liberal Party",1,3,"ON","2020",NA,"2020",0.00192379755029008,549985,NA,1,0.192379755029008,0,NA,1.33333333333333,"3506",2
"4727",1,"Health-care",1,"University and above",4,NA,0,"ELMIRA","N3B1K5",3,NA,4,2,3,"Green Party of Canada",2,NA,"ON","2020",NA,"2020",0.0167101156691107,317990,NA,0,1.67101156691107,0,NA,3.5,"3530",1
"4728",1,"COVID-19 pandemic",0,"High school and above",4,"Low income",0,"KIMBERLEY","V1A3J3",2,2,3,3,2,"The Liberal Party",1,4,"BC","2020",NA,"2020",0.00574914097074627,34120,NA,1,0.574914097074627,0,NA,2.33333333333333,"5901",2
"4729",1,"COVID-19 pandemic",0,"University and above",4,"High income",0,"OYAMA","V4V",3,NA,4,3,2,"The Liberal Party",1,4,"BC","2020",NA,"2020",0.00338679448755234,119500,NA,1,0.338679448755234,0,NA,3.5,"5935",2
"4730",1,"COVID-19 pandemic",1,"High school and above",4,"High income",0,"BRANDON","R7A",2,4,3,4,2,"DK/NA",1,4,"MB/SK","2020",NA,"2020",0.00501103622125271,37340,NA,1,0.501103622125271,0,NA,3,"4607",NA
"4731",1,"COVID-19 pandemic",1,"University and above",2,"Median income",1,"Montreal","",2,4,1,4,1,"The Peoples Party of Canada",1,3,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,1,0.514423406042922,1,NA,2.33333333333333,"2466",3
"4732",1,"COVID-19 pandemic",0,"High school and above",3,"Median income",1,"Montreal","",2,NA,2,3,3,"The New Democratic Party",NA,3,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,NA,0.514423406042922,1,NA,2,"2466",1
"4733",1,"None",1,"University and above",2,"Low income",1,"Montreal","",1,NA,3,4,3,"Refused to answer",1,3,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,1,0.514423406042922,1,NA,2,"2466",NA
"4734",1,"COVID-19 pandemic",0,"High school and above",3,"Low income",0,"Winnipeg","",3,4,3,NA,3,"The Liberal Party",NA,2,"MB/SK","2020",NA,"2020",0.00661269755347591,404420,NA,NA,0.661269755347591,0,NA,3.33333333333333,"4611",2
"4735",1,"Crime/law and order",0,"High school and above",3,"Low income",1,"Alma","",4,4,4,2,2,"The Liberal Party",1,3,"QC","2020",NA,"2020",0.0114893542668711,25475,NA,1,1.14893542668711,1,NA,4,"2493",2
"4736",1,"COVID-19 pandemic",1,"University and above",3,"Low income",1,"Montreal","",1,4,1,4,3,"The Liberal Party",1,2,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,1,0.514423406042922,1,NA,2,"2466",2
"4737",1,"COVID-19 pandemic",1,"University and above",3,NA,0,"Montreal","",2.5,NA,1,3,2,"The Liberal Party",NA,NA,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,NA,0.514423406042922,1,NA,1.75,"2466",2
"4738",0,"Poor government/leadership",0,"University and above",4,"Low income",0,"DUNCAN","V9L",1,NA,2,3,3,"The New Democratic Party",3,3,"BC","2020",NA,"2020",0.00517298119026801,41310,NA,NA,0.517298119026801,0,NA,1.5,"5919",1
"4739",1,"Economy/interest rates/Recession",0,"University and above",4,"Median income",0,"OTTAWA","K1H7R7",2,2,2.5,4,2,"The Liberal Party",NA,4,"ON","2020",NA,"2020",0.00192379755029008,549985,NA,NA,0.192379755029008,0,NA,2.16666666666667,"3506",2
"4740",0,"Immigration/refugees/racial issues/asylum seekers",0,"High school and above",3,NA,0,"SHERWOOD PARK","T8A",2.5,3,4,2,3,"The Conservative Party",1,3,"AB","2020",NA,"2020",0.00441736795369882,793295,NA,1,0.441736795369882,0,NA,3.16666666666667,"4811",3
"4741",0,"Crime/law and order",1,"University and above",2,"Median income",1,"LASALLE","H8P3K4",4,2,4,3,2,"Green Party of Canada",1,2,"QC","2020",NA,"2020",0.00514423406042922,1081640,NA,1,0.514423406042922,1,NA,3.33333333333333,"2466",1
"4742",0,"Other",0,"University and above",4,NA,0,"Vancouver","",NA,NA,NA,4,99,"Green Party of Canada",2,4,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,0,0.353846391426765,0,NA,NA,"5915",1
"4743",NA,"Economy/interest rates/Recession",1,"University and above",4,NA,0,"HALIFAX","B3L1R5",2,NA,NA,3,2,"The Conservative Party",1,2,"Atlantic","2020",NA,"2020",0.00255491627872632,242765,NA,1,0.255491627872632,0,NA,2,"1209",3
"4744",NA,"COVID-19 pandemic",0,"University and above",3,"High income",0,"Vancouver","",2,2,2,3,1,"The Liberal Party",NA,4,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,NA,0.353846391426765,0,NA,2,"5915",2
"4745",1,"Donald Trump/US politics/US policy",1,"Less than high school",3,"High income",0,"Vancouver","",1,1,1,4,2,"The Liberal Party",2,3,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,0,0.353846391426765,0,NA,1,"5915",2
"4746",0,"COVID-19 pandemic",1,"University and above",4,"Median income",1,"LVIS","G7A1M1",2,3,2,3,2,"Refused to answer",1,3,"QC","2020",NA,"2020",0.00657250530898604,82795,NA,1,0.657250530898604,1,NA,2.33333333333333,"2425",NA
"4747",NA,"COVID-19 pandemic",1,"High school and above",4,"Low income",1,"Shawinigan","",2.5,3,1,3,3,"The Conservative Party",3,2,"QC","2020",NA,"2020",0.00860190698774221,21560,NA,NA,0.860190698774221,1,NA,2.16666666666667,"2436",3
"4748",NA,"COVID-19 pandemic",0,"High school and above",3,"High income",0,"Vancouver","",2,1,3,3,2,"The New Democratic Party",2,4,"BC","2020",NA,"2020",0.00353846391426765,1468225,NA,0,0.353846391426765,0,NA,2,"5915",1
